network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_05030102,03103500,7,DJF,9,2020-12-25,0.5650088821138655,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,0,2017-06-01,0.596604755946568,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,1,2017-07-01,0.705752890450614,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,2,2017-08-08,0.2029814038957858,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,3,2018-06-20,0.4248348781040739,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,4,2019-06-19,0.8419479370117183,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,5,2019-07-19,0.7951986040387838,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,6,2019-08-19,0.5736738477434429,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,7,2020-06-18,0.449467522757394,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,8,2020-07-31,0.4909933907645093,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,JJA,9,2020-08-31,0.6089344024658203,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,0,2017-04-27,0.8214305605207173,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,1,2017-05-21,0.4426028115408757,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,2,2018-04-02,0.45612407411847805,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,3,2019-03-16,0.5581270626613071,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,4,2019-04-26,0.47646944863455637,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,5,2019-05-21,0.41572581699916356,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,6,2020-03-17,0.6225602558680944,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,7,2020-04-11,0.48438647133963414,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,8,2020-05-06,0.642504937308175,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,MAM,9,2020-05-31,0.4023914337158203,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,0,2017-09-21,0.764972359793527,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,1,2017-10-15,0.4207051958356587,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,2,2017-11-16,0.2123664311000278,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,3,2018-10-05,0.45193492344447606,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,4,2018-11-16,0.3271453380584718,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,5,2019-09-11,0.42641634259905103,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,6,2019-10-06,0.5275087629045758,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,7,2020-09-14,0.13795531136649025,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,8,2020-10-16,0.5349408830915178,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,7,SON,9,2020-11-30,0.1774559020996095,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,0,2017-12-04,0.7804689737160999,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,1,2017-12-23,0.4816567182540893,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,2,2018-01-12,0.6221211473147076,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,3,2018-02-01,1.1904578502972925,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,4,2018-12-06,0.4868532101313273,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,5,2019-01-25,0.695972855091095,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,6,2020-01-03,0.7536298076311747,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,7,2020-01-22,0.3926957790056865,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,8,2020-02-11,1.2322903045018512,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,DJF,9,2020-12-02,0.8006122167905172,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,0,2017-06-01,0.764667765299479,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,1,2017-06-20,0.6988322957356767,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,2,2019-06-09,1.5209729894002275,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,3,2019-06-29,1.9397844950358072,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,4,2019-07-19,0.540608762105306,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,5,2019-08-07,0.5165795771280923,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,6,2019-08-27,0.48204512278238915,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,7,2020-07-17,0.6882338205973308,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,8,2020-08-06,0.34554918924967465,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,JJA,9,2020-08-26,0.47959359486897774,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,0,2017-04-27,1.377353343963623,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,1,2017-05-12,0.9102606773376465,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,2,2017-05-27,0.6849903488159179,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,3,2019-05-04,0.8627406501770015,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,4,2020-03-13,0.9795748710632323,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,5,2020-03-28,0.9495203908284503,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,6,2020-04-12,0.7705954106648762,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,7,2020-04-27,1.3067682965596512,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,8,2020-05-12,1.044249947865804,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,MAM,9,2020-05-27,0.9611832682291667,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,0,2017-09-21,1.1319023259480796,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,1,2017-10-30,0.976321595509847,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,2,2018-11-05,1.5176267862319945,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,3,2018-11-15,1.5473327525456748,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,4,2018-11-24,0.31099042733510335,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,5,2019-09-04,0.449005597432454,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,6,2019-09-13,1.3678146616617832,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,7,2020-09-29,0.6058639717102052,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,8,2020-11-20,0.5041035103797914,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,30,SON,9,2020-11-30,0.694314475059509,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,0,2017-12-04,3.17426062795851,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,1,2017-12-12,1.5108953226937185,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,2,2020-01-03,2.6035413233439124,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,3,2020-01-11,1.9187844689687095,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,4,2020-01-19,1.9871454302469889,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,5,2020-01-27,1.0563587421841092,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,6,2020-02-04,1.150223093562656,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,7,2020-02-12,1.5900312911139594,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,8,2020-02-20,1.2510910516315037,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,DJF,9,2020-02-29,1.3458831638760034,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,0,2019-06-06,2.084162114461263,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,1,2019-06-11,2.2822635565863716,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,2,2019-06-16,2.376771503024631,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,3,2019-06-21,2.612923630608452,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,4,2019-06-26,2.745672124226888,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,5,2019-07-01,1.368419477674696,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,6,2019-07-06,0.890434578789605,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,7,2019-07-11,1.4511469311184353,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,8,2019-07-16,1.8786349232991535,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,JJA,9,2019-07-21,2.1727536582946776,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,0,2020-03-01,1.6387183194690278,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,1,2020-03-04,1.8386643271976046,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,2,2020-03-07,1.9681059688991973,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,3,2020-03-10,1.7578024864196777,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,4,2020-03-13,1.6982727983262804,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,5,2020-03-16,1.9688677438100182,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,6,2020-03-19,1.6939386590321854,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,7,2020-03-22,1.7628938971625436,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,8,2020-03-25,1.5503121418423123,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
huc8_05030102,03103500,90,MAM,9,2020-03-28,1.748899957868788,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012,2017|2018|2019|2020
