network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_02070010,01649190,180,SON,2,2016-10-23,2.4314117108450994,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,3,2016-10-26,0.8654340006245507,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,4,2016-10-29,1.2490456206268734,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,5,2016-11-01,2.0394754073354937,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,6,2016-11-04,1.8930480607350668,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,7,2016-11-07,0.9916105884975855,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,8,2016-11-10,0.6997607482804192,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649190,180,SON,9,2016-11-14,0.5918401785691579,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,0,2015-01-01,1.3770602694579532,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,1,2015-02-18,0.11929411595421179,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,2,2015-12-31,1.1501547064099993,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,3,2016-02-06,0.5292634384972708,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,4,2016-12-26,0.6827805110386441,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,5,2017-02-02,1.2610159465244837,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,6,2017-12-20,1.1212390218462265,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,7,2018-02-02,0.42933996064322333,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,8,2019-02-07,0.7189540863037109,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,DJF,9,2019-12-25,0.5832767009735108,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,0,2015-06-04,0.4951235089983262,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,1,2015-07-28,0.2587448120117187,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,2,2016-06-04,0.8315467834472656,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,3,2016-07-27,0.90112784249442,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,4,2017-06-15,0.6650891440255299,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,5,2018-06-03,2.4729206630161826,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,6,2018-07-18,1.219573756626674,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,7,2018-08-25,1.1253324781145362,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,8,2019-07-03,0.4715663364955352,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,JJA,9,2019-08-31,1.481005205426898,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,0,2015-03-01,0.7903347355978829,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,1,2015-04-04,0.931783240182059,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,2,2015-05-16,1.6710314069475452,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,3,2016-04-01,0.9031411307198659,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,4,2016-05-15,0.6879854202270508,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,5,2017-03-18,0.7763241631644114,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,6,2017-04-21,2.471543720790318,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,7,2018-05-02,0.9792698996407643,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,8,2019-04-20,0.28502556937081486,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,MAM,9,2019-05-25,0.41758946010044645,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,0,2015-09-01,0.701346860613142,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,1,2015-11-02,1.3451904296874997,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,2,2016-09-25,1.352433286394392,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,3,2016-11-14,1.1556433268955775,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,4,2017-10-04,0.2661125728062217,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,5,2017-11-16,0.7745938028608049,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,6,2018-10-16,0.5211009706769667,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,7,2018-11-28,0.9591694014413017,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,8,2019-10-11,0.324623625619071,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,7,SON,9,2019-11-30,0.3670732770647322,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,0,2015-01-16,1.0557408348346753,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,1,2015-02-07,1.5631098286310834,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,2,2015-12-05,2.0516382153828934,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,3,2015-12-28,2.488122080961863,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,4,2016-01-19,1.2077015781402587,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,5,2016-12-16,1.2324023056030275,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,6,2017-01-08,1.6556253631909685,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,7,2017-01-30,1.8224025535583495,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,8,2017-02-21,1.6082971318562824,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,DJF,9,2019-12-02,1.5511979643503826,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,0,2015-06-30,0.8352792739868165,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,1,2015-07-17,0.8069150670369468,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,2,2015-08-03,1.0036325200398764,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,3,2015-08-21,1.0899975331624352,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,4,2016-07-15,1.7009125264485676,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,5,2018-06-10,1.3369431940714518,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,6,2018-07-28,0.752669448852539,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,7,2019-06-07,1.0724688720703124,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,8,2019-06-24,1.6809621683756508,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,JJA,9,2019-08-31,1.027365188598633,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,0,2015-03-01,0.9403039805094402,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,1,2015-03-17,1.1078564516703284,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,2,2015-04-03,0.972817999521891,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,3,2016-04-01,1.6016143798828124,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,4,2017-03-06,1.861590331395467,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,5,2017-03-22,0.8743242390950521,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,6,2017-04-08,2.5263369433085123,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,7,2019-03-29,1.078138828277588,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,8,2019-04-15,0.8887558364868167,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,MAM,9,2019-05-02,1.229086201985677,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,0,2015-10-29,1.0358769925435383,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,1,2016-11-03,1.214284315109253,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,2,2016-11-27,1.9022982533772785,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,3,2017-10-19,1.2319307772318524,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,4,2018-09-23,1.3904696337382,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,5,2018-10-17,1.1331743017832434,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,6,2018-11-11,0.9004785029093423,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,7,2019-09-12,1.0325694656372073,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,8,2019-10-06,0.7966056505839031,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,30,SON,9,2019-11-30,2.2952733516693113,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,0,2015-01-16,2.7622223152054683,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,1,2015-01-26,2.5133845816718208,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,2,2015-02-05,2.718770117759705,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,3,2016-12-11,1.404576201968723,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,4,2016-12-21,1.5427216776212058,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,5,2017-01-01,1.5133472394943235,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,6,2017-01-11,2.3096563131941688,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,7,2017-01-22,2.3586712169647215,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,8,2017-02-01,2.0136140569051104,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,DJF,9,2017-02-12,2.4521613894568546,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,JJA,0,2015-06-30,2.598297208150228,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,SON,0,2016-10-17,1.957020808325873,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,SON,1,2016-10-23,3.047826716105143,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,SON,2,2016-10-29,2.207445201873779,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
huc8_02070010,01649500,90,SON,3,2016-11-05,2.4556594959894813,xgboost_b_d,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2003|2004|2005|2006|2007|2008|2009|2010,2015|2016|2017|2018|2019
