grouping,min_stations,min_overlap_years,min_span_years,network_id,huc2,huc4,huc6,huc8,huc_key,n_stations,n_stations_available,site_ids,overlap_start,overlap_end,catalog_overlap_start,catalog_overlap_end,catalog_overlap_years,enough_overlap_years,max_pair_km,n_stations_with_coords,n_stations_missing_coords,coord_policy,coords_incomplete,distance_mode,river_names,river_name,states,flow_connected,spatially_proximate_not_flow_connected,temperature_record_unverified,sealed_outcomes_opened,never_sealed,never_sealed_v1_ids,historical_seen,nldi_origin_site_id,n_connected_stations,connected_site_ids,nldi_um_status,nldi_dm_status,climate_band,size_tertile,stratum,regulation_stratum,seed,assignment_sha256,split_role,split_table_sha256
huc8,3,8.0,8.0,huc8_02080201,02,0208,020802,02080201,02080201,7,7,"02011400,02011460,02011470,02011490,02011500,02011800,02012800",1984-10-01,1995-10-02,1984-10-01,1995-10-02,11.000684462696784,True,52.00038260578944,7,0,complete,False,uncapped,BACK CREEK|JACKSON RIV|JACKSON RIVER|LITTLE BACK CREEK,mixed,Virginia,not_queried,False,True,False,False,,False,,,,,,humid_continental,large,humid_continental|large,unknown_until_gages,20260826,e99021cd5f5fb9511b2b33d63a0b6559393ff1e291b44cc682cd1cba650640a1,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02040101,02,0204,020401,02040101,02040101,7,8,"01425000,01426500,01427000,01427207,01427301,01427510,01428500",1996-09-30,2007-05-07,1996-09-30,2007-05-07,10.598220396988363,True,71.53479945628642,7,0,complete,False,uncapped,DELAWARE R|DELAWARE RIVER|WEST BRANCH DELAWARE RIVER,mixed,"New York,Pennsylvania",not_queried,False,True,False,True,delaware_river_huc20,False,,,,,,humid_continental,large,humid_continental|large,unknown_until_gages,20260826,e8d1368be1ee790cdbfc3f382d19018508858bba9d444fd4345f45a3dabc4833,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03130002,03,0313,031300,03130002,03130002,7,7,"02336526,02336728,02337000,02337170,02337410,02337498,02338523",2014-10-01,2024-05-01,2014-10-01,2024-05-01,9.582477754962355,True,86.06310941387979,7,0,complete,False,uncapped,CHATTAHOOCHEE RIVER|DOG RIVER|HILLABAHATCHEE CREEK|PROCTOR CREEK|SNAKE CRK DS SNAKE CRK RESERVIOR|SWEETWATER CREEK|UTOY CREEK,mixed,Georgia,not_queried,False,True,False,True,chattahoochee_upper_middle,True,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,c77148319522a9cb27c1d4d785f4543073c41a836ce967a360082dc74245bacc,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03050101,03,0305,030501,03050101,03050101,7,7,"02137727,02138520,02141500,0214196125,0214244102,0214264790,0214267602",2017-04-01,2026-08-25,2017-04-01,2026-08-25,9.399041752224504,True,104.77725768060257,7,0,complete,False,uncapped,CATAWBA R|CATAWBA RIVER|CATAWBA RIVER DNSTRM DECK MTN IS DAM,mixed,North Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,29abbe596e97cc50e6e84062e37efe6332a002383ffeb82d4921c02919ec36aa,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17100301,17,1710,171003,17100301,17100301,6,6,"14316460,14316495,14316500,14317450,14318000,14319500",1999-06-25,2024-10-20,1999-06-25,2024-10-20,25.322381930184804,True,72.84609732643156,6,0,complete,False,uncapped,BOULDER CREEK|LITTLE RIVER|N UMPQUA RIVER ABV COPELAND CK|NORTH UMPQUA R|NORTH UMPQUA RIVER,mixed,Oregon,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,large,marine_west_coast|large,unknown_until_gages,20260826,bd4f216c887439cd747d0dc8810e23da2959ed5a0e938bd2439f8c6583698764,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17090006,17,1709,170900,17090006,17090006,6,6,"14185000,14185800,14185900,14186200,14187200,14187500",2007-10-24,2026-08-24,2007-10-24,2026-08-24,18.833675564681723,True,35.84391118173868,6,0,complete,False,uncapped,MIDDLE SANTIAM R|MIDDLE SANTIAM R BLW GREEN PETER DAM|QUARTZVILLE CREEK|SOUTH SANTIAM RIVER,mixed,Oregon,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,large,marine_west_coast|large,unknown_until_gages,20260826,a3996fc9520c9b0d0db8b036a20b94002d9dc54834e4e40e8909ea12ccaee157,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11020002,11,1102,110200,11020002,11020002,6,6,"07096000,07097000,07099400,07099969,07109500,381312104321001",2008-09-30,2026-08-24,2008-09-30,2026-08-24,17.897330595482547,True,77.68031900792369,6,0,complete,False,uncapped,ARKANSAS R.|ARKANSAS RIVER|BESSEMER DITCH,mixed,Colorado,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,1e46904707b5078e86e1ea1e88fbdca29b00acd1ac2c7a0ac736deb350e96fac,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_04090004,04,0409,040900,04090004,04090004,6,6,"04166100,04166470,04166500,04167150,04167625,04168400",2001-10-24,2017-10-31,2001-10-24,2017-10-31,16.019164955509925,True,21.042937660480032,6,0,complete,False,uncapped,LOWER RIVER ROUGE|MIDDLE RIVER ROUGE|RIVER ROUGE|UPPER RIVER ROUGE,mixed,Michigan,not_queried,False,True,False,False,,False,,,,,,humid_continental,large,humid_continental|large,unknown_until_gages,20260826,0c53ac49f37acded8915bc74d19a4913788b11b5935cefb1e3d1fa1615a3dc2f,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17090003,17,1709,170900,17090003,17090003,6,6,"14158100,14166000,14169000,14170000,14173500,14174000",2010-11-10,2026-08-24,2010-11-10,2026-08-24,15.786447638603697,True,60.835518042145054,6,0,complete,False,uncapped,CALAPOOIA RIVER|LONG TOM RIVER|WILLAMETTE RIVER,mixed,Oregon,not_queried,False,True,False,True,willamette_river_huc17,False,,,,,,marine_west_coast,large,marine_west_coast|large,unknown_until_gages,20260826,cc94cf8c396988f01242e4f0d271a3a6ada35b8e6a1d75f474106e13c46d6183,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05020006,05,0502,050200,05020006,05020006,6,6,"03076500,03077100,03077500,03079000,03081000,03083500",2012-10-01,2026-08-24,2012-10-01,2026-08-24,13.894592744695414,True,73.53942446153566,6,0,complete,False,uncapped,Casselman River|YOUGHIOGHENY RIVER|Youghiogheny R|Youghiogheny River,mixed,"Maryland,Pennsylvania",not_queried,False,True,False,False,,False,,,,,,humid_continental,large,humid_continental|large,unknown_until_gages,20260826,e76c9257e798a037add0c835b2c9b5323d89bd48ee1d90f9f32be4c815fa26ed,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_10020004,10,1002,100200,10020004,10020004,6,6,"06024450,06024580,06025250,06025500,06026210,06026420",2014-07-01,2026-08-24,2014-07-01,2026-08-24,12.147843942505133,True,85.64598840517054,6,0,complete,False,uncapped,Big Hole R|Big Hole River,mixed,Montana,not_queried,False,True,False,False,,False,,,,,,cold_semiarid,large,cold_semiarid|large,unknown_until_gages,20260826,ea0c2d2242b2b2f28ab4dba104e0df4ea152948e223509312ea84cf49e2d4d0c,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17110010,17,1711,171100,17110010,17110010,6,6,"12147470,12147500,12147600,12148000,12148300,12148500",2016-10-01,2026-08-24,2016-10-01,2026-08-24,9.894592744695414,True,16.80071101070241,6,0,complete,False,uncapped,NF TOLT RIVER|NORTH FORK TOLT RIVER|SF TOLT RIVER|SOUTH FORK TOLT RIVER|TOLT RIVER,mixed,Washington,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,large,marine_west_coast|large,unknown_until_gages,20260826,65c4e49399e7c12d638e41547c9007af3567e8d3706d2326a8c3a7bb647dae76,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_18010110,18,1801,180101,18010110,18010110,6,6,"11462500,11463000,11463682,11463980,11465240,11467000",2016-10-01,2026-08-24,2016-10-01,2026-08-24,9.894592744695414,True,60.22719854818738,6,0,complete,False,uncapped,DRY C BLW LAMBERT BR|RUSSIAN R|RUSSIAN R A DIGGER BEND|RUSSIAN R A HACIENDA BRIDGE|RUSSIAN R A JIMTOWN CA,mixed,California,not_queried,False,True,False,False,,False,,,,,,mediterranean,large,mediterranean|large,unknown_until_gages,20260826,7cf2945ca6cde9472adb6fde6283c5a0734e21a3cf80cf7e9abad919ce8be6ae,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03060106,03,0306,030601,03060106,03060106,6,6,"02197000,02197320,021973426,02197351,02197362,02197380",1984-06-07,1993-09-21,1984-06-07,1993-09-21,9.289527720739219,True,42.38749399595239,6,0,complete,False,uncapped,C-004|LOWER THREE RUNS|P-013|P-19|SAVANNAH R.|SAVANNAH RIVER,mixed,"Georgia,South Carolina",not_queried,False,True,False,False,,False,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,fe8ef91803f80f808b12d2fcdcb86b9d9b0b891cfd1f787355bdeb3b1cb9818f,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_11020003,11,1102,110200,11020003,11020003,6,6,"07105530,07105800,07105815,07105820,07106000,07106500",2017-09-18,2026-08-24,2017-09-18,2026-08-24,8.930869267624914,True,59.74546094631443,6,0,complete,False,uncapped,CLOVER DITCH DRAIN|FOUNTAIN CR BLW JANITELL RD BLW COLO. SPRINGS|FOUNTAIN CREEK,mixed,Colorado,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,7e0ef74d3308ff15b799bfd836f7631bfe6ebb7637bbf91f59c9494a9824b233,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02040106,02,0204,020401,02040106,02040106,6,7,"01447500,01447720,01447800,01449360,01449800,01454700",2017-10-01,2026-08-24,2017-10-01,2026-08-24,8.895277207392198,True,63.88978085186314,6,0,complete,False,uncapped,Lehigh R|Lehigh River|Pohopoco Cr|Pohopoco Creek|Tobyhanna Creek,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,large,humid_continental|large,unknown_until_gages,20260826,69de77e751d7a3e5b8321c3c9c249bab552774d5c9c3d356b65ea40eac0c3bda,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17070301,17,1707,170703,17070301,17070301,6,6,"14070615,14070621,14070624,14070900,14076500,14091500",2017-10-31,2026-08-24,2017-10-31,2026-08-24,8.813141683778234,True,66.56997719535198,6,0,complete,False,uncapped,"BRIDGE CREEK|DESCHUTES RIVER|DIVERSION CANAL TO BRIDGE CREEK,|M F TUMALO CREEK ABV PROWELL SPRINGS,|M F TUMALO CREEK BLW PROWELL SPRINGS,|METOLIUS RIVER",mixed,Oregon,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,large,marine_west_coast|large,unknown_until_gages,20260826,2bb5af64bf6f9ead34ac14641bf4bca80255c117618e134c86478066ca510b6c,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05010006,05,0501,050100,05010006,05010006,6,6,"03034000,03034500,03036000,03038000,03039000,03039040",2018-05-31,2026-08-24,2018-05-31,2026-08-24,8.232717316906228,True,62.27349038585094,6,0,complete,False,uncapped,Allegheny River|Crooked Creek|Little Mahoning Creek|Mahoning Creek,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,large,humid_continental|large,unknown_until_gages,20260826,05d000c018557e94ae3d2e5dffc42d4ce4a96a7fb575edf0f370558bcc899edf,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17110005,17,1711,171100,17110005,17110005,6,6,"12172000,12173500,12178000,12179900,12181000,12182500",2018-06-27,2026-08-24,2018-06-27,2026-08-24,8.158795345653662,True,38.503768881967005,6,0,complete,False,uncapped,BACON CREEK|BIG BEAVER CREEK|CASCADE RIVER|RUBY CREEK|SKAGIT RIVER,mixed,Washington,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,large,marine_west_coast|large,unknown_until_gages,20260826,53fdf91ec6218742d8988d30691a9c5052fc25dc48e3b39a31f15d7d05641e82,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03050109,03,0305,030501,03050109,03050109,5,5,"02163001,02167600,02167716,02168504,02169000",1996-10-02,2026-08-24,1996-10-02,2026-08-24,29.89185489390828,True,141.26912943691863,5,0,complete,False,uncapped,LITTLE SALUDA R|SALUDA R|SALUDA RIVER,mixed,South Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,45d447080a3b4d2728c1a917e3382f5af6f5c5a5a8d6862b79c05e9ab3f413f5,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_04060102,04,0406,040601,04060102,04060102,5,5,"04121650,04121660,04121680,04121944,04121970",1998-10-21,2026-08-24,1998-10-21,2026-08-24,27.84120465434634,True,32.90342642334707,5,0,complete,False,uncapped,LITTLE MUSKEGON RIVER|MUSKEGON RIVER,mixed,Michigan,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,0d3d29bb52e70db4a9c59658530c11a913e1438217e066fa1032a8e6dea4dfa5,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02040202,02,0204,020402,02040202,02040202,5,5,"01466500,01467150,01474703,01477050,01477120",1998-10-28,2026-08-24,1998-10-28,2026-08-24,27.822039698836413,True,73.68651519752127,5,0,complete,False,uncapped,Cooper River|DELAWARE RIVER|Delaware River|McDonalds Branch in Byrne State Forest NJ|Raccoon Creek,mixed,"New Jersey,Pennsylvania",not_queried,False,True,False,True,delaware_river_huc20,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,73e4e54429a595a2306f291ae1a40d8fb3eb9a2082e492791ee05b3f6875cbfa,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03090101,03,0309,030901,03090101,03090101,5,8,"02264000,02264100,02266200,02266300,02266495",2001-12-20,2025-11-16,2001-12-20,2025-11-16,23.906913073237508,True,14.06035471967213,5,0,complete,False,uncapped,BONNET CREEK|CYPRESS CREEK|REEDY CREEK|WHITTENHORSE CREEK,mixed,Florida,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,5252b7bb4e1fbea94e4ecec69afc1575fa86fb9e0c8db5e90f9a2b03c5626c49,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17090002,17,1709,170900,17090002,17090002,5,5,"14152500,14153500,14154500,14155500,14157500",2009-08-07,2026-08-24,2009-08-07,2026-08-24,17.045859000684462,True,38.88282205762142,5,0,complete,False,uncapped,COAST FORK|COAST FORK WILLAMETTE|COAST FORK WILLAMETTE RIVER|ROW RIVER,mixed,Oregon,not_queried,False,True,False,True,,False,,,,,,marine_west_coast,mid,marine_west_coast|mid,unknown_until_gages,20260826,80b56f12217f0311bd15787b82a66199f8cbde8e013d334276e3f9731fcb6a3b,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03150202,03,0315,031502,03150202,03150202,5,6,"02423130,02423160,02423380,02423397,02423496",2011-08-08,2026-07-20,2011-08-08,2026-07-20,14.948665297741274,True,33.97827272786082,5,0,complete,False,uncapped,CAHABA RIVER|LITTLE CAHABA RIVER,mixed,Alabama,not_queried,False,True,False,True,cahaba_river_huc31,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,c6e717fc6cc10d5ad759e5bcc717dddf63028edd07ab43482c7e7b197a6b4cea,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17060208,17,1706,170602,17060208,17060208,5,5,"13310800,13310850,13311000,13311250,13311450",2012-04-29,2026-06-30,2012-04-29,2026-06-30,14.168377823408624,True,5.513557120557948,5,0,complete,False,uncapped,EF OF SF SALMON RIVER|EFSF SALMON R ABV MEADOW CRK|EFSF SALMON R ABV SUGAR CRK|MEADOW CREEK|SUGAR CREEK,mixed,Idaho,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,mid,marine_west_coast|mid,unknown_until_gages,20260826,daeed12fc3157fe082fa5ac468b30ae95d4eb756391eeb3447f485ff9ef12c20,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03160111,03,0316,031601,03160111,03160111,5,5,"02455980,02457595,02458148,02458450,02458502",2014-07-26,2026-08-24,2014-07-26,2026-08-24,12.07939767282683,True,27.557587748250622,5,0,complete,False,uncapped,FIVEMILE CREEK|TURKEY CREEK|VILLAGE CREEK,mixed,Alabama,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,85f5e79ac59f2de8a296d306c77fc9e3900dd341a29e4407317ab547faea9152,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05110001,05,0511,051100,05110001,05110001,5,5,"03306000,03306500,03307000,03309000,03311500",2003-07-12,2014-11-30,2003-07-12,2014-11-30,11.38672142368241,True,81.00360168117106,5,0,complete,False,uncapped,GREEN RIVER|RUSSELL CREEK,mixed,Kentucky,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,97c03b7c136c827f3f4d81b465cabe062b6d8ea85f4070caeae75f781e876eda,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05020005,05,0502,050200,05020005,05020005,5,5,"03072000,03072655,03073000,03075070,03085000",2013-09-30,2024-11-26,2013-09-30,2024-11-26,11.156741957563312,True,70.91188422947694,5,0,complete,False,uncapped,Dunkard Creek|Monongahela River|South Fork Tenmile Creek,mixed,Pennsylvania,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,bfd1d05c58bf41d4eea7fe51479db6ffa3bda86d2934de2b45b6040dd1590c48,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03110206,03,0311,031102,03110206,03110206,5,5,"02321500,02321958,02322500,02322700,02322800",2017-01-19,2026-08-24,2017-01-19,2026-08-24,9.593429158110883,True,41.8610089482837,5,0,complete,False,uncapped,ICHETUCKNEE R|SANTA FE RIVER,mixed,Florida,not_queried,False,True,False,True,santa_fe_river_huc31,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,9f62698c6a47a8db6c6c1a510859f549de7e805c1276953371f832e76e1cf2f5,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17010201,17,1701,170102,17010201,17010201,5,5,"12323770,12323800,12324200,12324400,12324590",2017-03-29,2026-08-24,2017-03-29,2026-08-24,9.404517453798768,True,37.71224014474998,5,0,complete,False,uncapped,Clark Fork|Little Blackfoot River|Warm Springs Creek,mixed,Montana,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,mid,marine_west_coast|mid,unknown_until_gages,20260826,8a6e2862f390bd4bd220291a7e9c0998c9f4a15ba5662b65a567989fa8fe9c92,validation,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05030102,05,0503,050301,05030102,05030102,5,5,"03094704,03102850,03102950,03103500,03104490",2017-04-27,2026-08-24,2017-04-27,2026-08-24,9.325119780971937,True,60.80136884503785,5,0,complete,False,uncapped,Mosquito Creek|Pymatuning Creek|Shenango River,mixed,"Ohio,Pennsylvania",not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,a90d1c198543ac7749ff68abcead991412e9006b547f4c89f379ef34fdad0729,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_05120201,05,0512,051202,05120201,05120201,5,5,"03353200,03353415,03353420,03353611,03354000",2018-02-13,2026-08-24,2018-02-13,2026-08-24,8.525667351129364,True,51.33525301472768,5,0,complete,False,uncapped,EAGLE CREEK|SCHOOL BRANCH|WHITE R.|WHITE RIVER,mixed,Indiana,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,386fa0320b642194330428aadedafb5740f8ea178cf7f89eb43a0013a182220c,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_10300101,10,1030,103001,10300101,10300101,5,8,"06893060,06893620,06893820,06893890,06894000",2011-12-20,2020-06-09,2011-12-20,2020-06-09,8.470910335386721,True,19.099538358928815,5,0,complete,False,uncapped,East Fork Little Blue River|Little Blue R.|Little Blue River|Missouri River|Rock Creek,mixed,Missouri,partial,True,True,False,False,,False,06894000,2,"06893820,06894000",ok,ok,cold_semiarid,mid,cold_semiarid|mid,unknown_until_gages,20260826,fee89398582aa4a7610055fda7c9f18f34a4f9e469162191ceda05e23ce32926,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03050208,03,0305,030502,03050208,03050208,5,5,"02176585,02176603,02176611,02176635,02176640",1998-11-06,2007-03-20,1998-11-06,2007-03-20,8.366872005475702,True,13.95224387135223,5,0,complete,False,uncapped,BATTERY CREEK|BEAUFORT RIVER|BRICKYARD CREEK,mixed,South Carolina,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,48454146bf9180b6659e08993e293557a856999def7b3977d81c0ec9e79ce59c,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_02030103,02,0203,020301,02030103,02030103,5,8,"01382500,01388000,01389005,01391100,01391500",2001-07-14,2009-09-07,2001-07-14,2009-09-07,8.150581793292266,True,30.453520211888687,5,0,complete,False,uncapped,Hohokus Brook|Passaic River|Pequannock River|Ramapo River|Saddle River,mixed,New Jersey,not_queried,False,True,False,False,,False,,,,,,humid_continental,large,humid_continental|large,unknown_until_gages,20260826,e8c8c399d8bd425bbb135bbd03cd5e86dfe8da7a27490d50ca2e9294a71352cb,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03150104,03,0315,031501,03150104,03150104,5,7,"02388975,02388985,02389150,02394000,02394682",2018-07-25,2026-08-24,2018-07-25,2026-08-24,8.082135523613964,True,85.04794256394612,5,0,complete,False,uncapped,ETOWAH RIVER|RICHLAND CREEK|RUSSELL CRK 0.3 MI DS HEAD LAKE,mixed,Georgia,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,631fe8899ae551768406b104a14df07335b75656ded2c6fc1b360ad1fd98cb0b,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03100205,03,0310,031002,03100205,03100205,5,5,"02304000,02304510,02304517,023060013,02306028",2017-10-26,2025-11-19,2017-10-26,2025-11-19,8.06570841889117,True,15.606259374321452,5,0,complete,False,uncapped,HILLSBOROUGH R|HILLSBOROUGH R.|HILLSBOROUGH RIVER,mixed,Florida,not_queried,False,True,False,False,,False,,,,,,humid_subtropical,large,humid_subtropical|large,unknown_until_gages,20260826,d1d3fb634060c5fa79077c699efa0385a8421f36b22bc040603e4907ca472504,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17070105,17,1707,170701,17070105,17070105,4,4,"14105700,453712121071200,453845121562000,454249120423500",1996-06-26,2026-08-24,1996-06-26,2026-08-24,30.16016427104723,True,95.78998115815456,4,0,complete,False,uncapped,"COLUMBIA RIVER|COLUMBIA RIVER, RIGHT BANK,",mixed,"Oregon,Washington",not_queried,False,True,False,False,,False,,,,,,marine_west_coast,mid,marine_west_coast|mid,unknown_until_gages,20260826,bd640def4a6bab361fe1d072b97ae4ee7e7e6873681e227345ff5c3c7158120c,sealed,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_04060103,04,0406,040601,04060103,04060103,4,4,"04124000,04124200,04125460,04125550",1996-12-01,2026-08-24,1996-12-01,2026-08-24,29.727583846680357,True,27.61195743875943,4,0,complete,False,uncapped,MANISTEE RIVER|PINE RIVER,mixed,Michigan,not_queried,False,True,False,False,,False,,,,,,humid_continental,mid,humid_continental|mid,unknown_until_gages,20260826,198a1f47c70a5d0d760596fb425c5fa47a5b6e3e9f992a33b430e8834e1c453b,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_17110012,17,1711,171100,17110012,17110012,4,4,"12115000,12116500,12117600,12119000",2001-05-05,2026-08-24,2001-05-05,2026-08-24,25.30321697467488,True,45.27041356075023,4,0,complete,False,uncapped,CEDAR RIVER,CEDAR RIVER,Washington,not_queried,False,True,False,False,,False,,,,,,marine_west_coast,mid,marine_west_coast|mid,unknown_until_gages,20260826,4d89f751c7a9c614c193eb7c3da512378d16e95aa43416ed18ac11abfd9cb7c1,development,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
huc8,3,8.0,8.0,huc8_03010107,03,0301,030101,03010107,03010107,4,4,"0208062765,02081022,02081094,0208114150",2000-05-11,2022-01-05,2000-05-11,2022-01-05,21.65366187542779,True,89.84805075457822,4,0,complete,False,uncapped,ROANOKE RIVER,ROANOKE RIVER,North Carolina,not_queried,False,True,False,True,roanoke_river_huc30,False,,,,,,humid_subtropical,mid,humid_subtropical|mid,unknown_until_gages,20260826,21158303bd0f045f7a93255fbd695000d11421fd2970e016bc3f019c3d676b7f,never_sealed_held_out,b11cd3f25605d629709661633191781fcde306677ed9fbf2590845d4b60211a3
