site_id,name,river,code_cours_eau,latitude,longitude,begin,end,department,source
02021000,LA FECHT A GUEMAR,La Fecht,A2--0100,48.187013463,7.40087686,,,Haut-Rhin,hubeau
02018780,LA PETITE FECHT A STOSSWIHR (B),Ruisseau la Petite Fecht,A2020300,48.054063574,7.061532567,,,Haut-Rhin,hubeau
02018000,LA LAUCH A HERRLISHEIM-PRES-COLMAR,La Lauch,A15-0200,48.015925784,7.330821994,,,Haut-Rhin,hubeau
02016050,LA LAUCH A BUHL (AVAL),La Lauch,A15-0200,47.923436993,7.196836992,,,Haut-Rhin,hubeau
02010000,LA THUR A STAFFELFELDEN,La Thur,A14-0200,47.826924307,7.264898893,,,Haut-Rhin,hubeau
02005700,LA DOLLER A REININGUE,La Doller,A12-0200,47.745619565,7.232749853,,,Haut-Rhin,hubeau
02003350,LA LARGUE A SEPPOIS-LE-BAS,La Largue,A11-0200,47.539523831,7.175098786,,,Haut-Rhin,hubeau
02002000,L'ILL A CARSPACH,L'Ill,A---0030,47.615523487,7.218093436,,,Haut-Rhin,hubeau
02001700,LE RHIN A GAMBSHEIM,Le Rhin,A---0000,48.681533877,7.91977795,,,Bas-Rhin,hubeau
02001047,LE SCHAFTEU A RHINAU,,,48.252695541,7.67519886,,,Bas-Rhin,hubeau
02001025,LE RIEDGRABEN A LANDSER,Ruisseau le Riedgraben,A0260340,47.681603442,7.386961818,,,Haut-Rhin,hubeau
02001000,L'AUGRABEN A BARTENHEIM,Ruisseau l'Augraben,A02-0200,47.638792108,7.514386956,,,Haut-Rhin,hubeau
02000011,LE VIEUX RHIN A KEMBS,Le Rhin,A---0000,47.660768893,7.522627723,,,Haut-Rhin,hubeau
01141100,LA MAYE À RUE (80) CENTRE VILLE,Maye,E6490830,50.273961396,1.663650676,,,Somme,hubeau
01140500,AIRAINES (RIVIÈRE D') À LONGPRE LES CORPS SAINTS (80),Rivière d'Airaines,E6450800,50.014662557,1.994840304,,,Somme,hubeau
01138300,LES ÉVOISSONS À BERGICOURT (80),Evoissons,E6420650,49.750256248,2.023008439,,,Somme,hubeau
01134500,L'AVRE À MOREUIL (80),Avre,E6400600,49.771330604,2.47657806,,,Somme,hubeau
01133000,L'ANCRE À BONNAY (80),Ancre,E6380600,49.933359923,2.513905317,,,Somme,hubeau
01129000,LA SOMME CANALISÉE À ÉPAGNE (80),La Somme Canalisée,E6--009-,50.068408079,1.872219283,,,Somme,hubeau
01116000,LA SOMME RIVIÈRE À MORCOURT (02),La Somme Rivière,E6---140,49.880036938,3.317167144,,,Aisne,hubeau
01115000,LA HEM  À RECQUES SUR HEM (62),Tiret,E4100600,50.833582624,2.086711444,,,Pas-de-Calais,hubeau
01101000,L'AA RIVIÈRE À WIZERNES (62),Rivière Aa,E4030570,50.707515811,2.227197639,,,Pas-de-Calais,hubeau
01100000,L'AUTHIE À DOMPIERRE SUR AUTHIE (80),Authie,E5500570,50.305088995,1.91695217,,,Somme,hubeau
01097000,LA TERNOISE À AUCHY LES HESDIN (62),Ternoise,E5400650,50.397567967,2.1026201,,,Pas-de-Calais,hubeau
01090000,LA SLACK À AMBLETEUSE (62),Slack,E5100570,50.80166963,1.627450577,,,Pas-de-Calais,hubeau
01071000,LA LAWE À DIVION (62),La Lawe,E3660600,50.464931997,2.528453873,,,Pas-de-Calais,hubeau
01056000,LA LYS CANALISÉE À ERQUINGHEM/LYS (59),La Lys,E3--0120,50.67716549,2.835181802,,,Nord,hubeau
01045000,LA MARCHE NAVIRE À TORTEQUESNE (62),Sensée,E1560600,50.283040911,3.043174303,,,Pas-de-Calais,hubeau
01037000,LA SCARPE CANALISÉE À BREBIÈRES (62),La Scarpe Canalisée,E2--0110,50.335667054,3.021669315,,,Pas-de-Calais,hubeau
01029000,LA RHONELLE À MARESCHES (59),Rhonelle,E1760600,50.292373758,3.565668461,,,Nord,hubeau
01010000,L'ESCAUT RIVIÈRE À CRÉVECOEUR SUR ESCAUT (59),Rivière Escaut,E1280600,50.104497951,3.24758822,,,Nord,hubeau
01009000,LA SOLRE À FERRIÈRE LA PETITE (59),Solre,D0200600,50.239725854,4.018047186,,,Nord,hubeau
01006000,L'HELPE MINEURE À MAROILLES (59),Helpe Mineure,D0130700,50.142762685,3.737986677,,,Nord,hubeau
01004000,LA SAMBRE CANALISÉE À JEUMONT (59),La Sambre Canalisée,D0--022-,50.297894197,4.102224322,,,Nord,hubeau
01001336,L'HOGNEAU À GUSSIGNIES (59),Hogneau,E1820700,50.336154971,3.737987505,,,Nord,hubeau
